meanfun,IQR,spent,label,Q25
0.549,0.039,0.555,female,0.636
0.474,0.032,0.554,female,0.645
0.548,0.066,0.591,female,0.622
0.58,0.051,0.572,female,0.638
0.558,0.06,0.546,female,0.644
0.542,0.091,0.55,female,0.643
0.571,0.053,0.546,female,0.642
0.491,0.147,0.611,female,0.753
0.512,0.205,0.651,female,0.739
0.531,0.203,0.65,female,0.753
0.53,0.147,0.588,female,0.753
0.487,0.159,0.608,female,0.815
0.498,0.179,0.637,female,0.724
0.493,0.217,0.647,female,0.746
0.53,0.094,0.538,female,0.726
0.515,0.189,0.625,female,0.723
0.484,0.121,0.621,female,0.782
0.587,0.155,0.72,female,0.767
0.589,0.108,0.654,female,0.842
0.462,0.335,0.716,female,0.561
0.548,0.476,0.746,female,0.453
0.723,0.171,0.671,female,0.819
0.541,0.133,0.688,female,0.784
0.603,0.12,0.639,female,0.824
0.535,0.145,0.6,female,0.849
0.795,0.152,0.728,female,0.807
0.74,0.112,0.626,female,0.836
0.687,0.523,0.904,female,0.234
0.749,0.561,0.942,female,0.168
0.676,0.572,0.928,female,0.174
0.676,0.621,0.961,female,0.193
0.692,0.627,0.941,female,0.184
0.735,0.607,0.885,female,0.165
0.628,0.503,0.933,female,0.198
0.681,0.579,0.959,female,0.189
0.673,0.696,0.883,female,0.096
0.703,0.602,0.897,female,0.114
0.674,0.641,0.868,female,0.139
0.633,0.628,0.789,female,0.061
0.702,0.511,0.752,female,0.068
0.697,0.592,0.904,female,0.169
0.745,0.541,0.944,female,0.214
0.576,0.69,0.859,female,0.09
0.697,0.557,0.837,female,0.084
0.739,0.686,0.941,female,0.175
0.724,0.663,0.899,female,0.107
0.705,0.61,0.868,female,0.243
0.59,0.094,0.545,female,0.681
0.62,0.172,0.744,female,0.714
0.548,0.171,0.628,female,0.603
0.748,0.148,0.6,female,0.72
0.501,0.206,0.677,female,0.71
0.514,0.154,0.655,female,0.632
0.699,0.547,0.894,female,0.386
0.802,0.663,0.918,female,0.234
0.785,0.469,0.872,female,0.456
0.769,0.707,0.864,female,0.168
0.699,0.578,0.922,female,0.199
0.733,0.621,0.913,female,0.172
0.848,0.742,0.856,female,0.134
0.642,0.681,0.87,female,0.175
0.714,0.699,0.823,female,0.283
